LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-03,101.7548,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-04,101.7608,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-05,101.7891,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-06,101.7598,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-07,101.6566,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-08,101.3879,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-09,101.0462,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-10,100.8165,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-11,100.8015,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-12,100.843,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-01,100.8009,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-02,100.7281,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-03,100.6845,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-04,100.7254,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-05,100.7771,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-06,100.8602,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-07,100.9661,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-08,101.1417,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-09,101.3597,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-10,101.5593,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-11,101.644,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-12,101.739,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-01,101.8175,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-02,101.8586,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-03,101.8886,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-04,101.8798,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-05,101.8289,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-06,101.7893,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-07,101.7182,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-08,101.6965,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-09,101.7112,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-10,101.7496,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-11,101.7121,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-12,101.5785,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-01,101.3489,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-02,101.1053,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-03,100.8813,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-04,100.7011,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-05,100.5515,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-06,100.3576,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-07,100.2288,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-08,100.124,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-09,100.0525,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-10,100.0107,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-11,100.1501,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-12,100.4338,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-01,100.7381,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-02,100.845,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-03,100.786,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-04,100.5915,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-05,100.3737,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-06,100.1609,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-07,99.95892,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-08,99.75984,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-09,99.58781,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-10,99.48196,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-11,99.38006,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-12,99.17646,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-01,98.89598,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-02,98.7534,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-03,98.73727,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-04,98.81257,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-05,98.90082,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-06,98.92482,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-07,98.9367,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-08,99.03378,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-09,99.1065,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-10,99.11371,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-11,99.14201,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-12,99.19444,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-01,99.2822,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-02,99.50438,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-03,99.61189,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-04,99.66207,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-05,99.71905,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-06,99.8275,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-07,99.96778,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-08,99.97142,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-09,99.84932,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-10,99.65594,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-11,99.46734,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2004-12,99.34629,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-01,99.39877,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-02,99.51065,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-03,99.5955,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-04,99.65088,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-05,99.56534,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-06,99.51951,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-07,99.49511,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-08,99.40482,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-09,99.41698,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-10,99.56545,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-11,99.73742,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2005-12,99.8853,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-01,100.0109,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-02,100.1135,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-03,100.2687,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-04,100.4177,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-05,100.5602,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-06,100.7493,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-07,100.8658,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-08,100.9686,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-09,101.0589,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-10,101.097,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-11,101.1163,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2006-12,101.1975,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-01,101.2566,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-02,101.2283,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-03,101.2112,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-04,101.2556,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-05,101.3208,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-06,101.3743,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-07,101.3155,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-08,101.1493,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-09,100.8537,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-10,100.6777,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-11,100.5359,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2007-12,100.3653,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-01,100.17,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-02,99.9647,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-03,99.80091,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-04,99.57642,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-05,99.37907,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-06,99.15876,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-07,98.94882,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-08,99.01426,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-09,99.13682,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-10,99.1261,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-11,99.06935,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2008-12,98.99383,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-01,98.92359,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-02,98.85889,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-03,98.84647,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-04,99.03217,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-05,99.30104,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-06,99.47606,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-07,99.66173,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-08,99.87694,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-09,100.0615,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-10,100.1971,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-11,100.3993,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2009-12,100.5774,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-01,100.6769,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-02,100.6215,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-03,100.4536,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-04,100.1977,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-05,100.0761,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-06,100.0686,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-07,100.1298,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-08,100.173,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-09,100.1767,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-10,100.1774,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-11,100.1343,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2010-12,100.0965,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-01,100.2218,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-02,100.3464,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-03,100.3761,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-04,100.3175,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-05,100.1766,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-06,100.0174,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-07,99.80218,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-08,99.33494,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-09,98.83655,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-10,98.46333,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-11,98.27686,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2011-12,98.12478,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-01,98.06748,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-02,98.13378,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-03,98.19809,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-04,98.26241,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-05,98.18788,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-06,98.20691,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-07,98.43327,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-08,98.59078,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-09,98.67577,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-10,98.57139,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-11,98.27488,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2012-12,98.11008,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-01,98.02701,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-02,97.92274,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-03,98.07292,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-04,98.34708,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-05,98.51501,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-06,98.50096,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-07,98.45603,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-08,98.58002,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-09,98.85403,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-10,99.27686,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-11,99.7231,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2013-12,100.0488,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-01,100.2698,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-02,100.4642,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-03,100.5875,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-04,100.6027,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-05,100.6325,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.6447,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-07,100.5541,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.4384,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.401,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.4221,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-11,100.3962,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2014-12,100.375,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-01,100.3656,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-02,100.3992,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.4809,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.5198,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6078,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-06,100.7044,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-07,100.7407,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-08,100.7876,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-09,100.8144,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-10,100.8228,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-11,100.8439,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2015-12,100.7857,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-01,100.6163,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-02,100.4095,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-03,100.2508,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-04,100.2154,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-05,100.2629,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-06,100.3568,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-07,100.3805,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-08,100.4645,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-09,100.6621,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-10,100.8653,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-11,100.9794,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2016-12,101.0445,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-01,101.0975,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-02,101.1782,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-03,101.2054,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-04,101.1715,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-05,101.1038,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-06,101.1463,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-07,101.2551,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-08,101.3119,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-09,101.3037,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-10,101.3018,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-11,101.278,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2017-12,101.2867,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-01,101.2724,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.2528,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.2378,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.2004,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-05,101.1523,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-06,101.1447,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-07,101.1486,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-08,101.0742,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-09,100.9476,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-10,100.7443,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.5164,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2018-12,100.259,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-01,100.0186,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-02,99.9099,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-03,99.83988,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-04,99.83261,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-05,99.85911,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-06,99.89261,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-07,99.89411,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.86292,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.84718,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.87899,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-11,99.91807,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2019-12,99.95205,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-01,99.9454,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-02,99.82947,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-03,99.40102,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-04,98.81052,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-05,98.64227,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-06,98.73927,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-07,98.88791,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2020-08,99.02132,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-03,101.1843,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-04,101.3099,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-05,101.494,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-06,101.7238,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-07,101.9314,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-08,102.0177,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-09,101.8987,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-10,101.6725,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-11,101.4535,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1998-12,101.3139,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-01,101.2174,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-02,101.1091,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-03,100.9619,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-04,100.8346,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-05,100.8349,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-06,101.0621,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-07,101.4218,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-08,101.8087,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-09,102.1556,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-10,102.456,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-11,102.7054,
CHE,CCI,AMPLITUD,LTRENDIDX,M,1999-12,102.8885,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-01,103.0181,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-02,103.0902,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-03,103.0925,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-04,103.0701,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-05,103.0747,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-06,103.1383,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-07,103.2194,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-08,103.2551,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-09,103.1961,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-10,103.0862,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-11,102.9787,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2000-12,102.9025,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-01,102.8264,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-02,102.696,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-03,102.4703,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-04,102.2128,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-05,101.9975,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-06,101.8469,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-07,101.6279,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-08,101.1297,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-09,100.2094,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-10,99.2182,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-11,98.6683,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2001-12,98.97228,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-01,99.74035,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-02,100.4878,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-03,100.8784,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-04,100.9883,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-05,100.9277,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-06,100.7437,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-07,100.4932,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-08,100.1972,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-09,99.86316,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-10,99.55083,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-11,99.34913,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2002-12,99.33042,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-01,99.39454,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-02,99.41923,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-03,99.32791,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-04,99.1968,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-05,99.14775,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-06,99.28091,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-07,99.52525,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-08,99.79865,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-09,100.0567,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-10,100.3124,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-11,100.6015,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2003-12,100.9492,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-01,101.305,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-02,101.5882,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-03,101.7259,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-04,101.7641,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-05,101.7429,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-06,101.6721,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-07,101.5652,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-08,101.418,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-09,101.2237,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-10,101.0271,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-11,100.8914,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2004-12,100.8666,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-01,100.8972,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-02,100.9115,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-03,100.8556,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-04,100.7439,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-05,100.5934,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-06,100.4151,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-07,100.2426,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-08,100.1277,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-09,100.1288,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-10,100.2422,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-11,100.4919,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2005-12,100.9063,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-01,101.3598,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-02,101.6899,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-03,101.7759,
